user,tweet-id,timestamp,url,likes,replies,retweets,story,
ywebl,1055604519269220355,2018-10-25 23:38:24,/ywebl/status/1055604519269220355,1,0,0,Michael,
trump020,1055604518992326656,2018-10-25 23:38:24,/trump020/status/1055604518992326656,3,0,2,Michael,
Goli8821,1055604031379259392,2018-10-25 23:36:27,/Goli8821/status/1055604031379259392,2,0,0,Michael,
Warchant,1055603689250062336,2018-10-25 23:35:06,/Warchant/status/1055603689250062336,69,0,3,Michael,
BayCountySO,1055603641577562113,2018-10-25 23:34:54,/BayCountySO/status/1055603641577562113,20,0,6,Michael,
screwthechew,1055971227670433793,2018-10-26 23:55:34,/screwthechew/status/1055971227670433793,3,1,0,Michael,
Pollstar,1055971165817032704,2018-10-26 23:55:19,/Pollstar/status/1055971165817032704,2,0,0,Michael,
EthosLifestyle,1055970615029489664,2018-10-26 23:53:08,/EthosLifestyle/status/1055970615029489664,1,0,1,Michael,
tvdave,1055970423328985089,2018-10-26 23:52:22,/tvdave/status/1055970423328985089,1,0,0,Michael,
RachelBaribeau,1055969446785884162,2018-10-26 23:48:29,/RachelBaribeau/status/1055969446785884162,0,1,0,Michael,
mattfsu77,1055969326040317958,2018-10-26 23:48:00,/mattfsu77/status/1055969326040317958,1,0,0,Michael,
WTGSFOX28,1055969136084430849,2018-10-26 23:47:15,/WTGSFOX28/status/1055969136084430849,1,0,0,Michael,
Trumpia,1055969072284884992,2018-10-26 23:47:00,/Trumpia/status/1055969072284884992,1,0,0,Michael,
Elviraafterthot,1055968950654136320,2018-10-26 23:46:31,/Elviraafterthot/status/1055968950654136320,1,1,0,Michael,
WaltonOutdoors,1055968866696871936,2018-10-26 23:46:11,/WaltonOutdoors/status/1055968866696871936,2,0,2,Michael,
RBerkywcnc,1055968825265524737,2018-10-26 23:46:01,/RBerkywcnc/status/1055968825265524737,1,0,1,Michael,
ABC10,1055968641106239488,2018-10-26 23:45:17,/ABC10/status/1055968641106239488,1,0,0,Michael,
Professing_Prof,1055968588362891268,2018-10-26 23:45:05,/Professing_Prof/status/1055968588362891268,2,0,0,Michael,
brianmrea,1055968282069684224,2018-10-26 23:43:52,/brianmrea/status/1055968282069684224,1,0,1,Michael,
SenatorGainer,1055967806435573760,2018-10-26 23:41:58,/SenatorGainer/status/1055967806435573760,4,0,1,Michael,
MCGuynn,1055967599819980800,2018-10-26 23:41:09,/MCGuynn/status/1055967599819980800,1,0,0,Michael,
ConeHeads8020,1055967290569703425,2018-10-26 23:39:55,/ConeHeads8020/status/1055967290569703425,27,2,0,Michael,
afclssc,1055967109300264961,2018-10-26 23:39:12,/afclssc/status/1055967109300264961,2,0,1,Michael,
PalmBeachDay,1055966726758821889,2018-10-26 23:37:41,/PalmBeachDay/status/1055966726758821889,3,0,0,Michael,
n_eolhada,1055966702083735557,2018-10-26 23:37:35,/n_eolhada/status/1055966702083735557,0,1,0,Michael,
FDNYIMT,1055966609385361408,2018-10-26 23:37:13,/FDNYIMT/status/1055966609385361408,19,1,5,Michael,
PSJ_Star,1055965821154013184,2018-10-26 23:34:05,/PSJ_Star/status/1055965821154013184,1,0,0,Michael,
peppy_bismilk,1054160296665866240,2018-10-21 23:59:34,/peppy_bismilk/status/1054160296665866240,5,1,0,Michael,
BCWildfireToday,1054160183532736513,2018-10-21 23:59:07,/BCWildfireToday/status/1054160183532736513,1,0,0,Michael,
zaccoe55,1054159440180637697,2018-10-21 23:56:10,/zaccoe55/status/1054159440180637697,37,2,1,Michael,
BrickSmith78,1054159399500070912,2018-10-21 23:56:00,/BrickSmith78/status/1054159399500070912,1,0,0,Michael,
BioBag,1054159157245427713,2018-10-21 23:55:03,/BioBag/status/1054159157245427713,0,0,1,Michael,
Reinlwapo,1054159135552520192,2018-10-21 23:54:57,/Reinlwapo/status/1054159135552520192,1,0,3,Michael,
FDNYIMT,1054159056594722823,2018-10-21 23:54:39,/FDNYIMT/status/1054159056594722823,17,0,5,Michael,
DawnEri09648993,1054158848896843777,2018-10-21 23:53:49,/DawnEri09648993/status/1054158848896843777,7,2,4,Michael,
Hokibil,1054158487800950786,2018-10-21 23:52:23,/Hokibil/status/1054158487800950786,3,0,0,Michael,
ResistMoveTRM,1054158414866071553,2018-10-21 23:52:06,/ResistMoveTRM/status/1054158414866071553,0,0,1,Michael,
BrickSmith78,1054158149731708929,2018-10-21 23:51:02,/BrickSmith78/status/1054158149731708929,1,0,0,Michael,
GulfCountySO,1054157929509801984,2018-10-21 23:50:10,/GulfCountySO/status/1054157929509801984,8,0,1,Michael,
brian4NY,1054157138434625536,2018-10-21 23:47:01,/brian4NY/status/1054157138434625536,14,0,5,Michael,
DrewPiers,1054156794463956992,2018-10-21 23:45:39,/DrewPiers/status/1054156794463956992,17,0,6,Michael,
WJHG_TV,1054156645146734592,2018-10-21 23:45:04,/WJHG_TV/status/1054156645146734592,6,0,3,Michael,
WCHSWILDCATNEWS,1054156620727508999,2018-10-21 23:44:58,/WCHSWILDCATNEWS/status/1054156620727508999,5,0,3,Michael,
DroneNewsFeed,1054156416276226048,2018-10-21 23:44:09,/DroneNewsFeed/status/1054156416276226048,2,0,1,Michael,
mkpcbeach,1055246278387527681,2018-10-24 23:54:52,/mkpcbeach/status/1055246278387527681,1,0,1,Michael,
CowVetPaul,1055245925617164289,2018-10-24 23:53:28,/CowVetPaul/status/1055245925617164289,9,1,1,Michael,
klago1220,1055245717277757442,2018-10-24 23:52:39,/klago1220/status/1055245717277757442,0,1,0,Michael,
cbf_fl,1055245060219068416,2018-10-24 23:50:02,/cbf_fl/status/1055245060219068416,3,0,0,Michael,
therussophile,1055244541853347840,2018-10-24 23:47:58,/therussophile/status/1055244541853347840,1,0,1,Michael,
995QYK,1055243997457932288,2018-10-24 23:45:49,/995QYK/status/1055243997457932288,1,0,0,Michael,
sorceror43,1055243869137203200,2018-10-24 23:45:18,/sorceror43/status/1055243869137203200,3,0,0,Michael,
KARK4News,1055243815689183232,2018-10-24 23:45:05,/KARK4News/status/1055243815689183232,1,0,1,Michael,
flightnews,1055243330567585792,2018-10-24 23:43:10,/flightnews/status/1055243330567585792,1,0,0,Michael,
channel961,1055242915918815232,2018-10-24 23:41:31,/channel961/status/1055242915918815232,1,0,0,Michael,
HotSouthrnMesss,1055242784599433217,2018-10-24 23:40:59,/HotSouthrnMesss/status/1055242784599433217,4,0,0,Michael,
NC5,1055242537475153920,2018-10-24 23:40:01,/NC5/status/1055242537475153920,29,0,12,Michael,
LCHenderson,1055242405774016512,2018-10-24 23:39:29,/LCHenderson/status/1055242405774016512,4,0,5,Michael,
pambroo52110471,1055241805132939265,2018-10-24 23:37:06,/pambroo52110471/status/1055241805132939265,1,1,0,Michael,
marcorubio,1055241683682672640,2018-10-24 23:36:37,/marcorubio/status/1055241683682672640,1045,97,246,Michael,
AVCinFLA,1055241582595792897,2018-10-24 23:36:13,/AVCinFLA/status/1055241582595792897,3,0,1,Michael,
TaitVoice,1055241465738215424,2018-10-24 23:35:45,/TaitVoice/status/1055241465738215424,0,0,2,Michael,
SuspectsB,1055241344539602952,2018-10-24 23:35:16,/SuspectsB/status/1055241344539602952,4,1,0,Michael,
reBang,1055241311496810497,2018-10-24 23:35:08,/reBang/status/1055241311496810497,1,1,0,Michael,
ZachJohnsonPGA,1055241060438474752,2018-10-24 23:34:08,/ZachJohnsonPGA/status/1055241060438474752,20,0,1,Michael,
BarbaraLeeNews8,1055240946185461760,2018-10-24 23:33:41,/BarbaraLeeNews8/status/1055240946185461760,12,1,1,Michael,
felly76,1055240528416198658,2018-10-24 23:32:02,/felly76/status/1055240528416198658,9,2,2,Michael,
BenJoBubble,1055240420207349765,2018-10-24 23:31:36,/BenJoBubble/status/1055240420207349765,4,0,0,Michael,
KRNV,1054885009662783488,2018-10-23 23:59:19,/KRNV/status/1054885009662783488,2,0,1,Michael,
LGVerlinMoore,1054884999260979201,2018-10-23 23:59:17,/LGVerlinMoore/status/1054884999260979201,8,0,4,Michael,
CountryLiving,1054884712743952384,2018-10-23 23:58:08,/CountryLiving/status/1054884712743952384,3,0,2,Michael,
RmmKevin,1054884335210258437,2018-10-23 23:56:38,/RmmKevin/status/1054884335210258437,56,0,5,Michael,
HayekF1,1054884314146467841,2018-10-23 23:56:33,/HayekF1/status/1054884314146467841,23,1,8,Michael,
DunnCampaign,1054884116804571137,2018-10-23 23:55:46,/DunnCampaign/status/1054884116804571137,10,0,5,Michael,
HayekF1,1054883922343976960,2018-10-23 23:55:00,/HayekF1/status/1054883922343976960,8,0,2,Michael,
washingtonpost,1054883439617474560,2018-10-23 23:53:05,/washingtonpost/status/1054883439617474560,79,5,39,Michael,
WanderfullyWild,1054883121399615493,2018-10-23 23:51:49,/WanderfullyWild/status/1054883121399615493,2,1,0,Michael,
RamondaMBrown,1054882925177647104,2018-10-23 23:51:02,/RamondaMBrown/status/1054882925177647104,1,0,0,Michael,
gdlcolorado,1054882899801960448,2018-10-23 23:50:56,/gdlcolorado/status/1054882899801960448,1,0,1,Michael,
toypilaNews,1054881991647260672,2018-10-23 23:47:20,/toypilaNews/status/1054881991647260672,0,0,1,Michael,
GoodGritMag,1054881720703574018,2018-10-23 23:46:15,/GoodGritMag/status/1054881720703574018,2,0,0,Michael,
PollsnOpinions,1054881529439182848,2018-10-23 23:45:30,/PollsnOpinions/status/1054881529439182848,1,1,0,Michael,
NPR,1054881153436401664,2018-10-23 23:44:00,/NPR/status/1054881153436401664,59,11,57,Michael,
JJaggers_WREG3,1054880880018239488,2018-10-23 23:42:55,/JJaggers_WREG3/status/1054880880018239488,1,0,0,Michael,
JoshuaBane,1054880718130765824,2018-10-23 23:42:16,/JoshuaBane/status/1054880718130765824,1,0,0,Michael,
Michael_E_Orr,1054880017686167552,2018-10-23 23:39:29,/Michael_E_Orr/status/1054880017686167552,1,0,0,Michael,
nieminator1776,1054879990960058368,2018-10-23 23:39:23,/nieminator1776/status/1054879990960058368,3,0,0,Michael,
JeffKyler14,1054522751153827840,2018-10-22 23:59:50,/JeffKyler14/status/1054522751153827840,1,0,0,Michael,
WSAV,1054522419258576896,2018-10-22 23:58:31,/WSAV/status/1054522419258576896,2,0,2,Michael,
Moore_Agency,1054522280741490688,2018-10-22 23:57:58,/Moore_Agency/status/1054522280741490688,4,0,3,Michael,
GinaLawriw,1054522106539585542,2018-10-22 23:57:16,/GinaLawriw/status/1054522106539585542,1,0,0,Michael,
Hollibird,1054521811118030848,2018-10-22 23:56:06,/Hollibird/status/1054521811118030848,4,0,3,Michael,
drgabycora,1054521130235674624,2018-10-22 23:53:24,/drgabycora/status/1054521130235674624,2,0,0,Michael,
DSP_Admin,1054520799095410688,2018-10-22 23:52:05,/DSP_Admin/status/1054520799095410688,28,0,3,Michael,
JimmyPatronis,1054520532740268032,2018-10-22 23:51:01,/JimmyPatronis/status/1054520532740268032,133,10,114,Michael,
granny2626,1054520296991059969,2018-10-22 23:50:05,/granny2626/status/1054520296991059969,5,1,1,Michael,
flpublicpower,1054520296517128192,2018-10-22 23:50:05,/flpublicpower/status/1054520296517128192,1,0,0,Michael,
kirklarsenart,1054520226996461573,2018-10-22 23:49:48,/kirklarsenart/status/1054520226996461573,2,0,1,Michael,
david_mullens,1054520090627063808,2018-10-22 23:49:16,/david_mullens/status/1054520090627063808,0,0,2,Michael,
BC_Admission,1054519783570452480,2018-10-22 23:48:03,/BC_Admission/status/1054519783570452480,1,0,0,Michael,
BSonnone,1054519594843541504,2018-10-22 23:47:18,/BSonnone/status/1054519594843541504,28,0,3,Michael,
pastor_powell,1054519270703538177,2018-10-22 23:46:00,/pastor_powell/status/1054519270703538177,9,0,1,Michael,
WFLA,1054519089241186309,2018-10-22 23:45:17,/WFLA/status/1054519089241186309,9,0,3,Michael,
kylerrobbins,1054519075769147392,2018-10-22 23:45:14,/kylerrobbins/status/1054519075769147392,22,2,8,Michael,
Militarydotcom,1054519007871725568,2018-10-22 23:44:58,/Militarydotcom/status/1054519007871725568,10,0,9,Michael,
Princessbunny13,1054518720905859072,2018-10-22 23:43:49,/Princessbunny13/status/1054518720905859072,0,1,1,Michael,
politicalHEDGE,1054518658268127234,2018-10-22 23:43:34,/politicalHEDGE/status/1054518658268127234,2,0,1,Michael,
HSVUtilities,1054518513828802561,2018-10-22 23:43:00,/HSVUtilities/status/1054518513828802561,3,0,0,Michael,
artbyhoolie,1054518307469119490,2018-10-22 23:42:11,/artbyhoolie/status/1054518307469119490,3,0,0,Michael,
helton_howard,1054518035313295360,2018-10-22 23:41:06,/helton_howard/status/1054518035313295360,0,1,0,Michael,
redesignusa,1054517975703683072,2018-10-22 23:40:52,/redesignusa/status/1054517975703683072,1,0,0,Michael,
SenatorGainer,1054517959996116993,2018-10-22 23:40:48,/SenatorGainer/status/1054517959996116993,3,1,1,Michael,
frustratedfan71,1058146087708622853,2018-11-01 23:57:41,/frustratedfan71/status/1058146087708622853,1,0,0,Michael,
chingmingg,1058144266545979398,2018-11-01 23:50:27,/chingmingg/status/1058144266545979398,10,0,2,Michael,
PublicSchoolSup,1058143662499135491,2018-11-01 23:48:03,/PublicSchoolSup/status/1058143662499135491,24,0,2,Michael,
ProMemeThief,1058142263912521728,2018-11-01 23:42:29,/ProMemeThief/status/1058142263912521728,3,0,0,Michael,
tina_mallard,1058142222883962880,2018-11-01 23:42:19,/tina_mallard/status/1058142222883962880,1,1,1,Michael,
carlymascittiTV,1058140823823491077,2018-11-01 23:36:46,/carlymascittiTV/status/1058140823823491077,11,0,1,Michael,
aspire2begreat,1058140567450906625,2018-11-01 23:35:45,/aspire2begreat/status/1058140567450906625,11,0,4,Michael,
unitedsikhs,1058139854645743617,2018-11-01 23:32:55,/unitedsikhs/status/1058139854645743617,12,0,2,Michael,
WFLAAvery,1058139569927999489,2018-11-01 23:31:47,/WFLAAvery/status/1058139569927999489,1,0,0,Michael,
GulfPower,1058139180214247424,2018-11-01 23:30:14,/GulfPower/status/1058139180214247424,5,2,1,Michael,
FLGovScott,1058139121342992384,2018-11-01 23:30:00,/FLGovScott/status/1058139121342992384,65,9,39,Michael,
trump020,1058138567795400704,2018-11-01 23:27:48,/trump020/status/1058138567795400704,1,0,1,Michael,
TOSOSNYC,1058137967636762624,2018-11-01 23:25:25,/TOSOSNYC/status/1058137967636762624,1,0,0,Michael,
abc27,1058137959705260032,2018-11-01 23:25:23,/abc27/status/1058137959705260032,2,0,0,Michael,
Original_Shroom,1058137814179725314,2018-11-01 23:24:48,/Original_Shroom/status/1058137814179725314,1,0,0,Michael,
Ahsha0302,1058137532980961280,2018-11-01 23:23:41,/Ahsha0302/status/1058137532980961280,1,0,0,Michael,
gs777gs777,1058136609693011970,2018-11-01 23:20:01,/gs777gs777/status/1058136609693011970,1,0,2,Michael,
king_crear10,1058135038255132679,2018-11-01 23:13:46,/king_crear10/status/1058135038255132679,17,0,0,Michael,
WFLA,1058134299671707651,2018-11-01 23:10:50,/WFLA/status/1058134299671707651,5,0,7,Michael,
Lrihendry,1058134002190729216,2018-11-01 23:09:39,/Lrihendry/status/1058134002190729216,4381,74,2143,Michael,
edmeyer_able,1058133142073233409,2018-11-01 23:06:14,/edmeyer_able/status/1058133142073233409,4,2,3,Michael,
dan_soderholm,1058133116534038528,2018-11-01 23:06:08,/dan_soderholm/status/1058133116534038528,13,2,3,Michael,
2_benfield,1057421867190026242,2018-10-30 23:59:53,/2_benfield/status/1057421867190026242,1,0,1,Michael,
rushemiddle,1057419870311211008,2018-10-30 23:51:57,/rushemiddle/status/1057419870311211008,2,0,1,Michael,
STP43FAN,1057419752577138693,2018-10-30 23:51:29,/STP43FAN/status/1057419752577138693,0,1,0,Michael,
Tory_Wenger,1057418596278824960,2018-10-30 23:46:53,/Tory_Wenger/status/1057418596278824960,0,1,0,Michael,
HackswithHaggs,1057417808194232321,2018-10-30 23:43:46,/HackswithHaggs/status/1057417808194232321,3,3,0,Michael,
NickolasFLowe,1057417537678401538,2018-10-30 23:42:41,/NickolasFLowe/status/1057417537678401538,2,0,0,Michael,
shell_a_michael,1057416932138381317,2018-10-30 23:40:17,/shell_a_michael/status/1057416932138381317,0,1,0,Michael,
JeffreyRohan,1057416907576492037,2018-10-30 23:40:11,/JeffreyRohan/status/1057416907576492037,0,1,2,Michael,
USACWHospital,1057416874315657216,2018-10-30 23:40:03,/USACWHospital/status/1057416874315657216,3,0,1,Michael,
sillysoul729,1057416136302751746,2018-10-30 23:37:07,/sillysoul729/status/1057416136302751746,0,1,0,Michael,
USCGAux,1057415848611082240,2018-10-30 23:35:58,/USCGAux/status/1057415848611082240,3,0,1,Michael,
stanastasiacc,1057415623066685442,2018-10-30 23:35:05,/stanastasiacc/status/1057415623066685442,1,0,0,Michael,
SoFlyTrey,1057415601898119168,2018-10-30 23:34:59,/SoFlyTrey/status/1057415601898119168,2,0,0,Michael,
frustratedfan71,1057415377775484928,2018-10-30 23:34:06,/frustratedfan71/status/1057415377775484928,2,1,0,Michael,
MikeReilley_,1057415163333226499,2018-10-30 23:33:15,/MikeReilley_/status/1057415163333226499,8,1,2,Michael,
frustratedfan71,1057414576680198144,2018-10-30 23:30:55,/frustratedfan71/status/1057414576680198144,1,1,0,Michael,
The_News_DIVA,1057414475324776448,2018-10-30 23:30:31,/The_News_DIVA/status/1057414475324776448,2,0,0,Michael,
frustratedfan71,1057413663018115072,2018-10-30 23:27:17,/frustratedfan71/status/1057413663018115072,2,1,0,Michael,
IdahoFriend,1057784243969880065,2018-10-31 23:59:51,/IdahoFriend/status/1057784243969880065,3,0,0,Michael,
10NewsWTSP,1057784026038185987,2018-10-31 23:58:59,/10NewsWTSP/status/1057784026038185987,2,1,0,Michael,
TJishsh,1057783983948337152,2018-10-31 23:58:49,/TJishsh/status/1057783983948337152,3,1,0,Michael,
DamuelSalton,1057783349044015104,2018-10-31 23:56:17,/DamuelSalton/status/1057783349044015104,4,0,0,Michael,
ddale8,1057783132634693634,2018-10-31 23:55:26,/ddale8/status/1057783132634693634,382,48,82,Michael,
AudOpex,1057781944333860864,2018-10-31 23:50:42,/AudOpex/status/1057781944333860864,8,0,4,Michael,
ConsumerFed,1057781766004473856,2018-10-31 23:50:00,/ConsumerFed/status/1057781766004473856,1,0,1,Michael,
MSmeowsie,1057781649453260800,2018-10-31 23:49:32,/MSmeowsie/status/1057781649453260800,0,1,0,Michael,
mikael_mm,1057781461070295041,2018-10-31 23:48:47,/mikael_mm/status/1057781461070295041,1,0,0,Michael,
Mochi4K,1057781261828268032,2018-10-31 23:48:00,/Mochi4K/status/1057781261828268032,1,0,0,Michael,
Aviation_Intel,1057780089616625664,2018-10-31 23:43:20,/Aviation_Intel/status/1057780089616625664,384,14,99,Michael,
MikeReedJax,1057779879188545536,2018-10-31 23:42:30,/MikeReedJax/status/1057779879188545536,2,0,0,Michael,
BakersRelay,1057778787486744577,2018-10-31 23:38:10,/BakersRelay/status/1057778787486744577,1,0,1,Michael,
AudOpex,1057778545710301187,2018-10-31 23:37:12,/AudOpex/status/1057778545710301187,1,0,0,Michael,
BakersRelay,1057778500566990849,2018-10-31 23:37:01,/BakersRelay/status/1057778500566990849,1,0,0,Michael,
frustratedfan71,1057777989897908224,2018-10-31 23:35:00,/frustratedfan71/status/1057777989897908224,0,1,0,Michael,
Sorcier_R6,1057777762231074816,2018-10-31 23:34:05,/Sorcier_R6/status/1057777762231074816,12,1,12,Michael,
frustratedfan71,1057777685836038144,2018-10-31 23:33:47,/frustratedfan71/status/1057777685836038144,0,1,0,Michael,
14thJudicialFL,1057777325511708672,2018-10-31 23:32:21,/14thJudicialFL/status/1057777325511708672,12,1,10,Michael,
Kirsten_TV,1057776740230201345,2018-10-31 23:30:02,/Kirsten_TV/status/1057776740230201345,9,0,4,Michael,
MichaelRLowry,1057776634173014017,2018-10-31 23:29:36,/MichaelRLowry/status/1057776634173014017,9,0,3,Michael,
GryphonRonas,1057775888878702593,2018-10-31 23:26:39,/GryphonRonas/status/1057775888878702593,0,1,0,Michael,
jpetramala,1057775570795270145,2018-10-31 23:25:23,/jpetramala/status/1057775570795270145,25,3,5,Michael,
mcreamer56,1057775163436138496,2018-10-31 23:23:46,/mcreamer56/status/1057775163436138496,1,0,0,Michael,
funds4disaster,1057774256644341760,2018-10-31 23:20:09,/funds4disaster/status/1057774256644341760,1,0,1,Michael,
MishaJordAuthor,1057059250181156864,2018-10-29 23:58:59,/MishaJordAuthor/status/1057059250181156864,1,0,1,Michael,
Americares,1057059246171475969,2018-10-29 23:58:58,/Americares/status/1057059246171475969,3,0,1,Michael,
TNE1025,1057059040625389568,2018-10-29 23:58:09,/TNE1025/status/1057059040625389568,1,0,0,Michael,
Bgochal,1057058535668961281,2018-10-29 23:56:08,/Bgochal/status/1057058535668961281,0,1,0,Michael,
BCWildfireToday,1057058392613634048,2018-10-29 23:55:34,/BCWildfireToday/status/1057058392613634048,0,0,2,Michael,
wes_aka,1057058203899494402,2018-10-29 23:54:49,/wes_aka/status/1057058203899494402,0,1,0,Michael,
pcnoles,1057058003759886337,2018-10-29 23:54:01,/pcnoles/status/1057058003759886337,2,0,0,Michael,
NWF_Raiders,1057057841826222080,2018-10-29 23:53:23,/NWF_Raiders/status/1057057841826222080,21,1,5,Michael,
CommishDiaz,1057057356197040129,2018-10-29 23:51:27,/CommishDiaz/status/1057057356197040129,3,0,1,Michael,
sabanfaux,1057056369130520576,2018-10-29 23:47:32,/sabanfaux/status/1057056369130520576,105,8,41,Michael,
AquariusFriar,1057055634040881153,2018-10-29 23:44:36,/AquariusFriar/status/1057055634040881153,1,0,0,Michael,
hurricane_phi,1057055431351255041,2018-10-29 23:43:48,/hurricane_phi/status/1057055431351255041,3,2,0,Michael,
EdPiotrowski,1057054767657246721,2018-10-29 23:41:10,/EdPiotrowski/status/1057054767657246721,27,4,9,Michael,
WCSOFL,1057054719049457665,2018-10-29 23:40:58,/WCSOFL/status/1057054719049457665,40,0,6,Michael,
MikeMangekyou,1057054671523774464,2018-10-29 23:40:47,/MikeMangekyou/status/1057054671523774464,5,0,1,Michael,
PCBcowboy19,1057054467177267200,2018-10-29 23:39:58,/PCBcowboy19/status/1057054467177267200,2,1,1,Michael,
JoyCollinsMusic,1057054447203954691,2018-10-29 23:39:53,/JoyCollinsMusic/status/1057054447203954691,1,0,1,Michael,
bidinstructor,1057054437494132736,2018-10-29 23:39:51,/bidinstructor/status/1057054437494132736,1,1,0,Michael,
AnotherGoatRide,1057054115145093127,2018-10-29 23:38:34,/AnotherGoatRide/status/1057054115145093127,8,0,5,Michael,
NHLCanes,1057053718238109696,2018-10-29 23:37:00,/NHLCanes/status/1057053718238109696,135,3,13,Michael,
matthewbabula,1057053691591704576,2018-10-29 23:36:53,/matthewbabula/status/1057053691591704576,8,1,1,Michael,
ORDeptForestry,1058507347176284160,2018-11-02 23:53:12,/ORDeptForestry/status/1058507347176284160,7,0,2,Michael,
GaFarmBureau,1058506551391109120,2018-11-02 23:50:02,/GaFarmBureau/status/1058506551391109120,3,0,0,Michael,
FarmMonitor,1058506544873115649,2018-11-02 23:50:01,/FarmMonitor/status/1058506544873115649,1,0,0,Michael,
HurricaneMike25,1058506368993308672,2018-11-02 23:49:19,/HurricaneMike25/status/1058506368993308672,1,0,0,Michael,
Sherrizzille,1058504300282986496,2018-11-02 23:41:05,/Sherrizzille/status/1058504300282986496,78,1,17,Michael,
GulfAtlanticInd,1058503208304304130,2018-11-02 23:36:45,/GulfAtlanticInd/status/1058503208304304130,0,0,1,Michael,
yungaryerp,1058503059255508992,2018-11-02 23:36:10,/yungaryerp/status/1058503059255508992,0,1,0,Michael,
TSwandol,1058502900274618368,2018-11-02 23:35:32,/TSwandol/status/1058502900274618368,1,0,0,Michael,
Morganeering,1058502615368122368,2018-11-02 23:34:24,/Morganeering/status/1058502615368122368,0,0,1,Michael,
ULAJohnG,1058502554341072897,2018-11-02 23:34:09,/ULAJohnG/status/1058502554341072897,8,0,0,Michael,
mrsweakland,1058501734174052352,2018-11-02 23:30:54,/mrsweakland/status/1058501734174052352,3,0,0,Michael,
pearson_ality,1058499817121464320,2018-11-02 23:23:17,/pearson_ality/status/1058499817121464320,15,0,0,Michael,
RobbersonJon,1058499624892170241,2018-11-02 23:22:31,/RobbersonJon/status/1058499624892170241,69,3,57,Michael,
pcolabayou,1058499524287594496,2018-11-02 23:22:07,/pcolabayou/status/1058499524287594496,1,0,0,Michael,
weartv,1058499289998155784,2018-11-02 23:21:11,/weartv/status/1058499289998155784,16,0,3,Michael,
PaleBeauty89,1058498405893357568,2018-11-02 23:17:40,/PaleBeauty89/status/1058498405893357568,0,1,0,Michael,
Miketheking75,1058498216688340995,2018-11-02 23:16:55,/Miketheking75/status/1058498216688340995,4,1,0,Michael,
HurricaneCity,1056696356427960320,2018-10-28 23:56:58,/HurricaneCity/status/1056696356427960320,4,1,1,Michael,
mbjphoto,1056695520561905664,2018-10-28 23:53:39,/mbjphoto/status/1056695520561905664,1,0,0,Michael,
esereno,1056692674026201088,2018-10-28 23:42:20,/esereno/status/1056692674026201088,2,0,0,Michael,
Lindsay__J__,1056692115802128385,2018-10-28 23:40:07,/Lindsay__J__/status/1056692115802128385,3,0,0,Michael,
OpSavagery,1056690362100711425,2018-10-28 23:33:09,/OpSavagery/status/1056690362100711425,1,1,0,Michael,
USACEHQ,1056690337614307330,2018-10-28 23:33:03,/USACEHQ/status/1056690337614307330,6,0,1,Michael,
Kaffe_Takk,1056689460522508288,2018-10-28 23:29:34,/Kaffe_Takk/status/1056689460522508288,1,0,0,Michael,
Michael_Fowke,1056688922166788098,2018-10-28 23:27:26,/Michael_Fowke/status/1056688922166788098,1,1,0,Michael,
aldotcom,1056688653873922048,2018-10-28 23:26:22,/aldotcom/status/1056688653873922048,8,2,11,Michael,
Southern_Living,1056688394913439745,2018-10-28 23:25:20,/Southern_Living/status/1056688394913439745,9,2,1,Michael,
fullsunflower18,1056687393489776641,2018-10-28 23:21:21,/fullsunflower18/status/1056687393489776641,6,0,2,Michael,
KeithJonesCPA,1056686898712887297,2018-10-28 23:19:23,/KeithJonesCPA/status/1056686898712887297,1,0,1,Michael,
AVCinFLA,1056686581032062976,2018-10-28 23:18:07,/AVCinFLA/status/1056686581032062976,2,1,0,Michael,
ItsCocoShanel,1056686409212407808,2018-10-28 23:17:26,/ItsCocoShanel/status/1056686409212407808,4,1,3,Michael,
w_breyanna,1056686319705956357,2018-10-28 23:17:05,/w_breyanna/status/1056686319705956357,10,0,6,Michael,
BN9,1056686231994687488,2018-10-28 23:16:44,/BN9/status/1056686231994687488,4,0,8,Michael,
khunfessions,1041827069972295680,2018-09-17 23:11:44,/khunfessions/status/1041827069972295680,0,1,0,Canada,
HarvestMedicine,1041824201907359745,2018-09-17 23:00:20,/HarvestMedicine/status/1041824201907359745,7,0,3,Canada,
markusoff,1041822059934867456,2018-09-17 22:51:49,/markusoff/status/1041822059934867456,4,1,6,Canada,
wmmceachern,1041810182341242880,2018-09-17 22:04:38,/wmmceachern/status/1041810182341242880,1,0,0,Canada,
TexasNORML,1041807828133060608,2018-09-17 21:55:16,/TexasNORML/status/1041807828133060608,9,0,5,Canada,
Dlderkyahooca1,1041807743399735298,2018-09-17 21:54:56,/Dlderkyahooca1/status/1041807743399735298,1,3,0,Canada,
alancross,1041805404609622016,2018-09-17 21:45:38,/alancross/status/1041805404609622016,4,1,1,Canada,
JibbitICO,1041800067433340929,2018-09-17 21:24:26,/JibbitICO/status/1041800067433340929,65,0,26,Canada,
mtlblog,1041799999087149057,2018-09-17 21:24:10,/mtlblog/status/1041799999087149057,5,0,1,Canada,
WillWillAFR,1041799707977105408,2018-09-17 21:23:00,/WillWillAFR/status/1041799707977105408,2,1,2,Canada,
barn_crypto,1043288026766438400,2018-09-21 23:57:03,/barn_crypto/status/1043288026766438400,1,0,0,Canada,
